"ID","ITEM","CONDITION","RESPONSE_TIME","ACCURATE","LIST","TYPE","QUESTION","CORRECT_ANSWER","ANSWER_CLEAN"
"P13",15,"Well-formed control",2529.45685063055,"dont_know","List1","Type1","Question 15","Answer X","Answer Y"
"P13",16,"Well-formed control",2737.40464640267,"correct","List1","Type1","Question 16","Answer X","Answer Y"
"P13",17,"Well-formed question",200,"dont_know","List1","Type1","Question 17","Answer X","Answer Y"
"P13",18,"Illusion",4404.07950088755,"incorrect","List1","Type1","Question 18","Answer X","Answer Y"
"P13",19,"Bad control",6939.92128055597,"correct","List1","Type1","Question 19","Answer X","Answer Y"
"P13",20,"Illusion",8135.79351326776,"incorrect","List1","Type1","Question 20","Answer X","Answer Y"
"P13",21,"Bad control",4470.15253538259,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P13",22,"Well-formed control",2675.79740098853,"correct","List1","Type1","Question 22","Answer X","Answer Y"
"P13",23,"Bad control",14283.1790684312,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P13",24,"Bad control",6440.36126647005,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P13",25,"Bad control",8540.58676128383,"dont_know","List1","Type1","Question 25","Answer X","Answer Y"
"P13",26,"Illusion",3210.7004161603,"incorrect","List1","Type1","Question 26","Answer X","Answer Y"
"P13",27,"Well-formed question",3981.93500870586,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P13",28,"Well-formed question",5738.92022981899,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P13",29,"Bad control",9326.60001999321,"correct","List1","Type1","Question 29","Answer X","Answer Y"
"P13",30,"Bad control",3221.46167090423,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P13",31,"Well-formed control",8551.21049082141,"dont_know","List1","Type1","Question 31","Answer X","Answer Y"
"P13",32,"Well-formed question",200,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P13",33,"Illusion",2600.91305504245,"dont_know","List1","Type1","Question 33","Answer X","Answer Y"
"P13",34,"Bad control",210.240125259863,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P13",35,"Well-formed control",9640.32987387832,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P13",36,"Illusion",3833.62669454419,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P13",37,"Illusion",3021.21480110376,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P13",38,"Well-formed control",10712.6356551106,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P13",39,"Bad control",7606.07394765512,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P13",40,"Bad control",1420.17688415132,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P13",41,"Well-formed question",5664.02588675843,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P14",1,"Illusion",200,"incorrect","List1","Type1","Question 1","Answer X","Answer Y"
"P14",2,"Illusion",2714.6883729366,"dont_know","List1","Type1","Question 2","Answer X","Answer Y"
"P14",3,"Well-formed question",9956.46184773764,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P14",4,"Well-formed question",9355.41203225423,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P14",5,"Well-formed question",8123.66672599075,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P14",6,"Well-formed question",2057.4660664612,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P14",7,"Illusion",200,"incorrect","List1","Type1","Question 7","Answer X","Answer Y"
"P14",8,"Well-formed control",200,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P14",9,"Well-formed control",8966.06950776319,"incorrect","List1","Type1","Question 9","Answer X","Answer Y"
"P14",10,"Well-formed question",3069.75936305787,"correct","List1","Type1","Question 10","Answer X","Answer Y"
"P14",11,"Bad control",200,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P14",12,"Bad control",3624.64422522275,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P14",13,"Well-formed control",10885.1330541753,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P14",14,"Well-formed control",7670.06400969841,"incorrect","List1","Type1","Question 14","Answer X","Answer Y"
"P14",15,"Bad control",1655.91501282114,"dont_know","List1","Type1","Question 15","Answer X","Answer Y"
"P14",16,"Bad control",200,"incorrect","List1","Type1","Question 16","Answer X","Answer Y"
"P14",17,"Well-formed control",1506.28748290495,"correct","List1","Type1","Question 17","Answer X","Answer Y"
"P14",18,"Well-formed question",4243.67942114202,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P14",19,"Well-formed control",8695.69302792426,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P14",20,"Bad control",200,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P14",21,"Bad control",7320.25259044683,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P14",22,"Bad control",4194.76067835181,"correct","List1","Type1","Question 22","Answer X","Answer Y"
"P14",23,"Well-formed control",7361.08321955724,"dont_know","List1","Type1","Question 23","Answer X","Answer Y"
"P14",24,"Well-formed question",200,"incorrect","List1","Type1","Question 24","Answer X","Answer Y"
"P14",25,"Bad control",2130.70439864478,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P14",26,"Well-formed question",2500.42634256219,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P14",27,"Bad control",7383.79033065702,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P14",28,"Well-formed control",9283.13378072898,"incorrect","List1","Type1","Question 28","Answer X","Answer Y"
"P14",29,"Well-formed question",5690.11164834575,"dont_know","List1","Type1","Question 29","Answer X","Answer Y"
"P14",30,"Bad control",9104.53560976695,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P14",31,"Well-formed control",2810.88083946768,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P14",32,"Bad control",7287.50172207972,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P14",33,"Well-formed question",3989.22055242571,"incorrect","List1","Type1","Question 33","Answer X","Answer Y"
"P14",34,"Bad control",2128.59242264225,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P14",35,"Bad control",7013.700097714,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P14",36,"Well-formed question",9106.15329469754,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P14",37,"Illusion",7583.18849660072,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P14",38,"Well-formed question",2279.54412247021,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P14",39,"Well-formed control",3002.18044998767,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P14",40,"Bad control",8408.84252554123,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P14",41,"Illusion",5693.76375747822,"correct","List1","Type1","Question 41","Answer X","Answer Y"
"P15",1,"Illusion",7408.14802963875,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P15",2,"Bad control",3137.84620816691,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P15",3,"Well-formed control",10259.5194885963,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P15",4,"Bad control",1694.31294982111,"incorrect","List1","Type1","Question 4","Answer X","Answer Y"
"P15",5,"Well-formed question",6377.1443418494,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P15",6,"Illusion",1486.43882381707,"incorrect","List1","Type1","Question 6","Answer X","Answer Y"
"P15",7,"Illusion",200,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P15",8,"Bad control",200,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P15",9,"Well-formed control",5543.48577028821,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P15",10,"Well-formed control",8674.09508918109,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P15",11,"Bad control",200,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P15",12,"Well-formed control",200,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P15",13,"Illusion",10770.3074036854,"incorrect","List1","Type1","Question 13","Answer X","Answer Y"
"P15",14,"Well-formed question",2552.18944778819,"correct","List1","Type1","Question 14","Answer X","Answer Y"
"P15",15,"Well-formed question",5945.0831764014,"correct","List1","Type1","Question 15","Answer X","Answer Y"
"P15",16,"Well-formed control",2762.56019746489,"correct","List1","Type1","Question 16","Answer X","Answer Y"
"P15",17,"Well-formed control",3720.04196255974,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P15",18,"Bad control",4445.92695848468,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P15",19,"Well-formed control",5017.96300685623,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P15",20,"Bad control",3586.64759188982,"incorrect","List1","Type1","Question 20","Answer X","Answer Y"
"P15",21,"Well-formed control",3002.1433377923,"incorrect","List1","Type1","Question 21","Answer X","Answer Y"
"P15",22,"Well-formed question",200,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P15",23,"Illusion",11144.6851792,"incorrect","List1","Type1","Question 23","Answer X","Answer Y"
"P15",24,"Well-formed control",12479.2487051631,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P15",25,"Bad control",796.577971180238,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P15",26,"Bad control",3661.74179960029,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P15",27,"Bad control",8401.47046077207,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P15",28,"Well-formed question",7723.8252732415,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P15",29,"Bad control",8098.44357116827,"correct","List1","Type1","Question 29","Answer X","Answer Y"
"P15",30,"Illusion",570.998082297373,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P15",31,"Well-formed control",15778.4851273581,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P15",32,"Well-formed control",219.402388683016,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P15",33,"Well-formed control",8133.17122151662,"incorrect","List1","Type1","Question 33","Answer X","Answer Y"
"P15",34,"Well-formed question",4629.14756538938,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P15",35,"Illusion",2973.25769660854,"incorrect","List1","Type1","Question 35","Answer X","Answer Y"
"P15",36,"Well-formed question",2748.92955276834,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P15",37,"Well-formed control",815.073165057504,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P15",38,"Illusion",10260.0846255415,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P15",39,"Well-formed question",4442.2322654513,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P15",40,"Illusion",5357.1477453749,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P15",41,"Well-formed question",4875.9841601834,"correct","List1","Type1","Question 41","Answer X","Answer Y"
"P16",1,"Well-formed question",2764.25841069721,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P16",2,"Bad control",695.420757357248,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P16",3,"Well-formed control",6035.87441650485,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P16",4,"Well-formed question",200,"incorrect","List1","Type1","Question 4","Answer X","Answer Y"
"P16",5,"Well-formed question",200,"incorrect","List1","Type1","Question 5","Answer X","Answer Y"
"P16",6,"Well-formed question",232.131534577507,"incorrect","List1","Type1","Question 6","Answer X","Answer Y"
"P16",7,"Well-formed question",223.890626890131,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P16",8,"Well-formed question",4506.05881662373,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P16",9,"Bad control",9086.95526090529,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P16",10,"Bad control",200,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P16",11,"Well-formed control",6790.40355436159,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P16",12,"Illusion",7659.76293294246,"incorrect","List1","Type1","Question 12","Answer X","Answer Y"
"P16",13,"Illusion",866.642200569203,"incorrect","List1","Type1","Question 13","Answer X","Answer Y"
"P16",14,"Well-formed control",4750.61210941625,"correct","List1","Type1","Question 14","Answer X","Answer Y"
"P16",15,"Well-formed control",8425.40051469428,"incorrect","List1","Type1","Question 15","Answer X","Answer Y"
"P16",16,"Well-formed control",3900.6503330188,"incorrect","List1","Type1","Question 16","Answer X","Answer Y"
"P16",17,"Bad control",3500.27836959153,"correct","List1","Type1","Question 17","Answer X","Answer Y"
"P16",18,"Well-formed control",6262.29843554612,"incorrect","List1","Type1","Question 18","Answer X","Answer Y"
"P16",19,"Well-formed question",3902.29214221356,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P16",20,"Illusion",2426.87220777857,"incorrect","List1","Type1","Question 20","Answer X","Answer Y"
"P16",21,"Illusion",3926.54039001864,"incorrect","List1","Type1","Question 21","Answer X","Answer Y"
"P16",22,"Well-formed control",12866.7472494765,"correct","List1","Type1","Question 22","Answer X","Answer Y"
"P16",23,"Well-formed question",7273.81760205737,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P16",24,"Bad control",1369.27238934637,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P16",25,"Bad control",354.857981820518,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P16",26,"Well-formed question",2819.1041288951,"incorrect","List1","Type1","Question 26","Answer X","Answer Y"
"P16",27,"Bad control",8258.66710661126,"incorrect","List1","Type1","Question 27","Answer X","Answer Y"
"P16",28,"Well-formed control",6199.20354352228,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P16",29,"Bad control",2023.67741766233,"correct","List1","Type1","Question 29","Answer X","Answer Y"
"P16",30,"Bad control",6887.34235776914,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P16",31,"Illusion",3945.40008215248,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P16",32,"Well-formed control",272.995052471084,"incorrect","List1","Type1","Question 32","Answer X","Answer Y"
"P16",33,"Bad control",5594.3220268844,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P16",34,"Well-formed control",11362.7308030798,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P16",35,"Bad control",5512.25214356591,"incorrect","List1","Type1","Question 35","Answer X","Answer Y"
"P16",36,"Illusion",5115.43333461559,"correct","List1","Type1","Question 36","Answer X","Answer Y"
"P16",37,"Illusion",2065.14971021226,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P16",38,"Well-formed control",7355.29503993593,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P16",39,"Well-formed control",483.097747204613,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P16",40,"Bad control",200,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P16",41,"Well-formed question",3962.45315296905,"correct","List1","Type1","Question 41","Answer X","Answer Y"
"P17",1,"Well-formed question",3994.08285055967,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P17",2,"Bad control",11441.0855387806,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P17",3,"Well-formed control",200,"incorrect","List1","Type1","Question 3","Answer X","Answer Y"
"P17",4,"Well-formed question",4736.1427336134,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P17",5,"Well-formed control",8347.58762155786,"incorrect","List1","Type1","Question 5","Answer X","Answer Y"
"P17",6,"Well-formed control",9377.1357953779,"incorrect","List1","Type1","Question 6","Answer X","Answer Y"
"P17",7,"Well-formed question",4080.27388589518,"incorrect","List1","Type1","Question 7","Answer X","Answer Y"
"P17",8,"Well-formed control",1855.52699898715,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P17",9,"Well-formed control",4696.16747050914,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P17",10,"Illusion",11400.362547006,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P17",11,"Well-formed control",6996.12466128127,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P17",12,"Illusion",200,"incorrect","List1","Type1","Question 12","Answer X","Answer Y"
"P17",13,"Well-formed question",9259.11091355605,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P17",14,"Bad control",5837.88367167021,"correct","List1","Type1","Question 14","Answer X","Answer Y"
"P17",15,"Bad control",4074.90108868696,"correct","List1","Type1","Question 15","Answer X","Answer Y"
"P17",16,"Illusion",4360.76241848809,"incorrect","List1","Type1","Question 16","Answer X","Answer Y"
"P17",17,"Well-formed control",4343.93170490626,"correct","List1","Type1","Question 17","Answer X","Answer Y"
"P17",18,"Well-formed control",6047.75390364536,"incorrect","List1","Type1","Question 18","Answer X","Answer Y"
"P17",19,"Well-formed question",2299.53650480333,"correct","List1","Type1","Question 19","Answer X","Answer Y"
"P17",20,"Bad control",5028.70155384788,"incorrect","List1","Type1","Question 20","Answer X","Answer Y"
"P17",21,"Bad control",1317.8056477755,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P17",22,"Well-formed question",4841.73036661715,"correct","List1","Type1","Question 22","Answer X","Answer Y"
"P17",23,"Illusion",8405.18736471654,"incorrect","List1","Type1","Question 23","Answer X","Answer Y"
"P17",24,"Well-formed question",5957.74327640388,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P17",25,"Well-formed control",9306.51239335952,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P17",26,"Well-formed control",397.987281761625,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P17",27,"Well-formed control",5201.7461452936,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P17",28,"Well-formed question",6347.89084312937,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P17",29,"Illusion",584.45449563111,"incorrect","List1","Type1","Question 29","Answer X","Answer Y"
"P17",30,"Well-formed question",9773.1555711181,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P17",31,"Bad control",1000.10459826426,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P17",32,"Well-formed control",5661.82694476499,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P17",33,"Well-formed question",4667.2665449122,"incorrect","List1","Type1","Question 33","Answer X","Answer Y"
"P17",34,"Well-formed control",5482.16357614702,"incorrect","List1","Type1","Question 34","Answer X","Answer Y"
"P17",35,"Bad control",3531.78610363091,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P17",36,"Well-formed control",6858.58494850404,"dont_know","List1","Type1","Question 36","Answer X","Answer Y"
"P17",37,"Illusion",716.932487136723,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P17",38,"Well-formed question",200,"dont_know","List1","Type1","Question 38","Answer X","Answer Y"
"P17",39,"Well-formed question",1755.35264777307,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P17",40,"Well-formed question",3912.00266100567,"incorrect","List1","Type1","Question 40","Answer X","Answer Y"
"P17",41,"Bad control",8037.47255631649,"correct","List1","Type1","Question 41","Answer X","Answer Y"
"P18",1,"Bad control",9053.07166352401,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P18",2,"Well-formed question",5272.64756124908,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P18",3,"Bad control",5349.86787329066,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P18",4,"Well-formed question",3239.19832517796,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P18",5,"Illusion",4597.79889025471,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P18",6,"Illusion",200,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P18",7,"Well-formed control",6187.69212525994,"incorrect","List1","Type1","Question 7","Answer X","Answer Y"
"P18",8,"Bad control",2533.31494877591,"incorrect","List1","Type1","Question 8","Answer X","Answer Y"
"P18",9,"Illusion",5628.50486806957,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P18",10,"Well-formed control",3521.30024492517,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P18",11,"Well-formed control",2197.84522383078,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P18",12,"Well-formed question",3327.78881836781,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P18",13,"Bad control",3051.23501944389,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P18",14,"Well-formed control",9561.56642548306,"correct","List1","Type1","Question 14","Answer X","Answer Y"
"P18",15,"Well-formed question",4874.45038568047,"incorrect","List1","Type1","Question 15","Answer X","Answer Y"
"P18",16,"Illusion",5980.23916844696,"incorrect","List1","Type1","Question 16","Answer X","Answer Y"
"P18",17,"Bad control",367.338638005816,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P18",18,"Illusion",9807.57086782235,"incorrect","List1","Type1","Question 18","Answer X","Answer Y"
"P18",19,"Bad control",4667.4266248047,"correct","List1","Type1","Question 19","Answer X","Answer Y"
"P18",20,"Bad control",1548.35981014861,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P18",21,"Well-formed question",5234.96743670847,"incorrect","List1","Type1","Question 21","Answer X","Answer Y"
"P18",22,"Illusion",7555.08077132218,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P18",23,"Well-formed control",200,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P18",24,"Well-formed question",10221.9762687804,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P18",25,"Bad control",3692.68770439725,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P18",26,"Bad control",7621.11546737199,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P18",27,"Bad control",4399.91451092206,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P18",28,"Well-formed question",2918.62110826956,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P18",29,"Well-formed control",200,"dont_know","List1","Type1","Question 29","Answer X","Answer Y"
"P18",30,"Illusion",468.78070196046,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P18",31,"Bad control",4051.04393895357,"correct","List1","Type1","Question 31","Answer X","Answer Y"
"P18",32,"Illusion",7401.95775224124,"incorrect","List1","Type1","Question 32","Answer X","Answer Y"
"P18",33,"Well-formed question",200,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P18",34,"Well-formed control",10739.2245839756,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P18",35,"Illusion",9455.7697096335,"incorrect","List1","Type1","Question 35","Answer X","Answer Y"
"P18",36,"Illusion",313.634743744258,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P18",37,"Well-formed control",6952.35625727571,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P18",38,"Well-formed control",637.950778405792,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P18",39,"Well-formed question",3666.90287695661,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P18",40,"Bad control",7029.92327099816,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P18",41,"Illusion",7547.54937312478,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P19",1,"Bad control",1570.18479224159,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P19",2,"Well-formed control",3350.83334638395,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P19",3,"Well-formed control",878.946146808884,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P19",4,"Well-formed control",6395.70656598131,"incorrect","List1","Type1","Question 4","Answer X","Answer Y"
"P19",5,"Bad control",200,"incorrect","List1","Type1","Question 5","Answer X","Answer Y"
"P19",6,"Illusion",200,"incorrect","List1","Type1","Question 6","Answer X","Answer Y"
"P19",7,"Well-formed control",11134.9228978929,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P19",8,"Well-formed control",14504.6719241869,"incorrect","List1","Type1","Question 8","Answer X","Answer Y"
"P19",9,"Illusion",2788.69938930117,"incorrect","List1","Type1","Question 9","Answer X","Answer Y"
"P19",10,"Well-formed question",6867.34108089966,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P19",11,"Illusion",4398.01998977984,"dont_know","List1","Type1","Question 11","Answer X","Answer Y"
"P19",12,"Well-formed question",9442.74713077445,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P19",13,"Bad control",5879.77601692057,"incorrect","List1","Type1","Question 13","Answer X","Answer Y"
"P19",14,"Well-formed question",4854.43057803442,"incorrect","List1","Type1","Question 14","Answer X","Answer Y"
"P19",15,"Illusion",200,"incorrect","List1","Type1","Question 15","Answer X","Answer Y"
"P19",16,"Well-formed control",9512.83316958498,"correct","List1","Type1","Question 16","Answer X","Answer Y"
"P19",17,"Illusion",3163.33040029151,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P19",18,"Well-formed question",200,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P19",19,"Well-formed question",3390.31224299796,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P19",20,"Illusion",3969.10573738688,"incorrect","List1","Type1","Question 20","Answer X","Answer Y"
"P19",21,"Well-formed question",7943.79601719748,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P19",22,"Illusion",227.04386797867,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P19",23,"Bad control",2465.47642050506,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P19",24,"Illusion",9776.27926246584,"incorrect","List1","Type1","Question 24","Answer X","Answer Y"
"P19",25,"Bad control",8350.46257589277,"incorrect","List1","Type1","Question 25","Answer X","Answer Y"
"P19",26,"Well-formed question",8319.36771803143,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P19",27,"Well-formed question",10118.7629666512,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P19",28,"Bad control",4804.57913905761,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P19",29,"Well-formed question",2017.81800671324,"correct","List1","Type1","Question 29","Answer X","Answer Y"
"P19",30,"Bad control",5883.03167398257,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P19",31,"Well-formed question",7942.04920735743,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P19",32,"Bad control",11590.2677766876,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P19",33,"Well-formed control",200,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P19",34,"Illusion",5407.55558822828,"incorrect","List1","Type1","Question 34","Answer X","Answer Y"
"P19",35,"Bad control",6188.87416399268,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P19",36,"Illusion",4228.66323532406,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P19",37,"Illusion",200,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P19",38,"Bad control",6455.14923959686,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P19",39,"Illusion",1623.40767441495,"incorrect","List1","Type1","Question 39","Answer X","Answer Y"
"P19",40,"Well-formed control",7093.07726459634,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P19",41,"Bad control",6965.09128918082,"correct","List1","Type1","Question 41","Answer X","Answer Y"
"P20",1,"Well-formed question",8755.36876482376,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P20",2,"Illusion",200,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P20",3,"Illusion",8314.9436860521,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P20",4,"Well-formed control",1797.97717032534,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P20",5,"Well-formed control",200,"incorrect","List1","Type1","Question 5","Answer X","Answer Y"
"P20",6,"Illusion",9151.29711464629,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P20",7,"Illusion",8546.95086386085,"incorrect","List1","Type1","Question 7","Answer X","Answer Y"
"P20",8,"Bad control",3433.02678487793,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P20",9,"Well-formed question",6861.70149022666,"incorrect","List1","Type1","Question 9","Answer X","Answer Y"
"P20",10,"Bad control",1535.93964808978,"correct","List1","Type1","Question 10","Answer X","Answer Y"
